Sport,Naam,Website,Naam accommodatie,Adres accommodatie,Postcode accommodatie,Plaats accommodatie,Stadsdeel,Aangepast sporten,KvK,Stadspas,x,y
Voetbal,Lazio Academie,,Sportpark De Eendracht,Bok de Korverweg 4,1067HR,Amsterdam,Nieuw-West,,77327802,ja,"4,78712247","52,37972092"
Voetbal,Germaan/De Eland,www.germaandeeland.nl,Sportpark De Eendracht,Bok de Korverweg 8,1067HR,Amsterdam,Nieuw-West,,40532710,,"4,78488208","52,37814568"
Voetbal,Urban Voetbal School,www.urbanvoetbalschool.nl/contact.html,Sportpark De Eendracht,Tom Schreursweg 10,1067MC,Amsterdam,Nieuw-West,,60186127,,"4,78435888","52,38206168"
Voetbal,Abcoude,www.fcabcoude.nl,Sportpark De Hollandse Kade,Ruwelspad 1,1391JA,Abcoude,Buiten Amsterdam,,40476754,,"4,9706876","52,27983528"
Voetbal,CTO '70,www.vvcto70.nl,Sportpark De Hoop,Biesbosch 39,1115HE,Duivendrecht,Buiten Amsterdam,,40530159,ja,"4,94160143","52,32713972"
Voetbal,Legmeervogels,www.legmeervogels.nl,Sportpark De Randhoorn,Randhoornweg 100,1422NE,Uithoorn,Buiten Amsterdam,,40538909,,"4,80824864","52,25478082"
Voetbal,Arsenal,www.asvarsenal.nl,Sportpark De Schinkel,IJsbaanpad 50,1076CV,Amsterdam,Zuid,,40530771,,"4,85143544","52,34237381"
Voetbal,Pancratius,www.pancratius.com,Sportpark De Schuilhoeve,Lindberghstraat 50,1171GC,Badhoevedorp,Buiten Amsterdam,,40594856,,"4,78172062","52,33148511"
Voetbal,Ajax,www.ajax.nl,Sportpark De Toekomst,Borchlandweg 16,1114BD,Amsterdam-Duivendrecht,Buiten Amsterdam,,33302453,,"4,93091617","52,31371622"
Voetbal,JOS/Watergraafsmeer,www.joswgm.nl,Sportpark Drie Burg,Drie Burgpad 3,1097HK,Amsterdam,Oost,,40531693,,"4,93150923","52,34105234"
Voetbal,De Meer,svdemeer.nl,Sportpark Drie Burg,Drie Burgpad 9,1097HK,Amsterdam,Oost,,40531005,,"4,93485464","52,33963613"
Voetbal,TABA,www.afctaba.nl,Sportpark Drie Burg,Fizeaustraat 10,1097SC,Amsterdam,Oost,,40531411,ja,"4,92906986","52,34281351"
Voetbal,FIT,www.avvfit.com,Sportpark Drie Burg,Kruislaan 4,1097EC,Amsterdam,Oost,,40531191,,"4,92955489","52,34061274"
Voetbal,Wartburgia,www.asvwartburgia.nl,Sportpark Drie Burg,Kruislaan 4,1097EC,Amsterdam,Oost,,40530239,,"4,92955489","52,34061274"
Voetbal,DRC,www.drc.nl,Sportpark Durgerdam,Durgerdammerdijk 76,1026CB,Amsterdam,Noord,,40531026,,"4,98815289","52,37834006"
Voetbal,RKAVIC,www.rkavic.nl,Sportpark Escapade,Escapade 5,1183NM,Amstelveen,Buiten Amsterdam,,,,"4,88501412","52,30423916"
Voetbal,AFC,www.afc.nl,Sportpark Goed Genoeg,Beethovenstraat 801,1082PR,Amsterdam,Zuid,,40532231,,"4,87963062","52,33645518"
Voetbal,A.F.C. IJburg,www.afcijburg.com,Sportpark IJburg,Dick Hilleniuspad 2,1087BZ,Amsterdam,Oost,,34317785,ja,"4,98047634","52,35701515"
Voetbal,Kadoelen SV,www.svkadoelen.nl,Sportpark Kadoelen,Vikingpad 44,1034VG,Amsterdam,Noord,,34114359,ja,"4,91538602","52,41527239"
voetbal,Skills2000,www.facebook.com/SKILLS2000/,Sportpark Laan van Spartaan,Laan van spartaan 1,1061 MA,Amsterdam,west,,68962088,ja,"4,83883018","52,37381337"
Voetbal,VVA/Spartaan,www.vva-spartaan.nl,Sportpark Laan van Spartaan,Laan van Spartaan 1,1061MA,Amsterdam,West,,40536509,ja,"4,83883018","52,37381337"
Voetbal,Zeeburgia,www.zeeburgia.nl,Sportpark Middenmeer,Kruislaan 244,1098SM,Amsterdam,Oost,,40531920,ja,"4,9499215","52,35131057"
Voetbal,TOS Actief,www.tos-actief.nl,Sportpark Middenmeer,Radioweg 63,1098NG,Amsterdam,Oost,,40531052,,"4,94682687","52,35012502"
Voetbal,WV HEDW,www.wvhedw.nl,Sportpark Middenmeer,Radioweg 65,1098NG,Amsterdam,Oost,,40531298,,"4,94754762","52,34996592"
Voetbal,Real Sranang,www.realsranang.com,Sportpark Middenmeer,Radioweg 67,1098NG,Amsterdam,Oost,,40533791,,"4,94806573","52,34951846"
Voetbal,TOG,www.avvtog.nl,Sportpark Middenmeer,Radioweg 69,1098NG,Amsterdam,Oost,,40532089,,"4,94827404","52,34923162"
Voetbal,Joga Fortius,www.asv-fortius.nl,Sportpark Middenmeer,Radioweg 77,1098NG,Amsterdam,Oost,,40531721,ja,"4,94994006","52,34846485"
Voetbal,Ankaraspor,www.fc-ankaraspor.nl,Sportpark Middenmeer,Radioweg 96,1098NJ,Amsterdam,Oost,,34190641,,"4,94401249","52,34682501"
Voetbal,Overamstel,www.sc-overamstel.nl,Sportpark Middenmeer,Radioweg 96,1098NJ,Amsterdam,Oost,,34340989,,"4,94401249","52,34682501"
Voetbal,Sloterdijk,www.avvsloterdijk.nl,Sportpark Multatuliweg,De Roos van Dekamaweg 1,1061HR,Amsterdam,West,,40530491,,"4,84349222","52,38318381"
Voetbal,Swift,www.avvswift.nl,Sportpark Olympiaplein,Olympiaplein 31,1077CL,Amsterdam,Zuid,,40530225,,"4,86686479","52,34835067"
Voetbal,AGB (Amsterdam Gencler Birligi),www.vv-agb.nl,Sportpark Ookmeer,Abe Lenstralaan 6,1067MV,Amsterdam,Nieuw-West,,40535133,,"4,79865032","52,37207627"
Voetbal,OSC,www.osc-amsterdam.nl,Sportpark Ookmeer,Dokter Meurerlaan 5,1067SM,Amsterdam,Nieuw-West,,40532340,,"4,8048685","52,36709184"
Voetbal,Vlug en Vaardig,www.cvv-vlugenvaardig.nl,Sportpark Ookmeer,Han Hollanderlaan 2,1067BB,Amsterdam,Nieuw-West,,40530104,,"4,79840486","52,36954948"
Voetbal,ZSGOWMS,sites.google.com/site/avvzsgowms,Sportpark Ookmeer,Han Hollanderlaan 3,1067BB,Amsterdam,Nieuw-West,,40539454,,"4,79562255","52,37008387"
Voetbal,DEVO '58,www.devo58.nl,Sportpark Ookmeer,Herman Bonpad 4,1067SN,Amsterdam,Nieuw-West,,40533477,,"4,79577033","52,3678107"
Voetbal,DCG,www.rksv-dcg.nl,Sportpark Ookmeer,Herman Bonpad 7,1067SN,Amsterdam,Nieuw-West,,40532244,ja,"4,7984632","52,36626025"
Voetbal,OSV,www.osv-amsterdam.nl,Sportpark Oostzanerwerf,Sportpark Oostzanerwerf 1,1035EW,Amsterdam,Noord,,40531421,ja,"4,88103102","52,42209602"
Voetbal,TOB,www.rksv-tob.nl / www.tobvoetbal.nl / www.tobtennis.nl,Sportpark Oostzanerwerf,Sportpark Oostzanerwerf 2,1035EW,Amsterdam,Noord,,40530737,,"4,87936273","52,42143278"
Voetbal,Ouderkerk,www.svouderkerk.com,Sportpark Ouderkerk,Wethouder Koolhaasweg 4,1191EB,Ouderkerk aan de Amstel,Buiten Amsterdam,,,,"4,91970709","52,30163709"
Voetbal,APGS,www.apgs-voetbal.nl,Sportpark Overamstel,Ouderkerkerdijk 150,1096CR,Amsterdam,Oost,,40530092,,"4,9054468","52,3276652"
Voetbal,Sporting Martinus,www.sportingmartinus.nl,Sportpark Overburg,Amsterdamseweg 247,1182GZ,Amsterdam,Buiten Amsterdam,,40531636,,"4,84453289","52,31329703"
Voetbal,FC Weesp,www.fcweesp.nl,Sportpark Papelaan,Papelaan 153,1382RL,Weesp,Buiten Amsterdam,,,ja,"5,03026638","52,31637513"
Voetbal,Weesp FC,www.fcweesp.nl,Sportpark Papelaan,Papelaan 153,1382RL,Weesp,Buiten Amsterdam,,32097047,,"5,03026638","52,31637513"
Voetbal,De Dijk,www.asvdedijk.nl,Sportpark Schellingwoude,Schellingwouderdijk 220,1023NL,Amsterdam,Noord,,34127751,ja,"4,95984949","52,38474836"
Voetbal,Portugal Amsterdam FC,www.fcportugalamsterdam.nl,Sportpark Sloten,Sloterweg 1043D,1066CC,Amsterdam,Nieuw-West,,40531341,,"4,80428079","52,33806733"
Voetbal,sv Nieuw Sloten ,www.nieuw-sloten.nl,Sportpark Sloten,Sloterweg 1043H,1066CC,Amsterdam,Nieuw-West,,34205819,ja,"4,80400503","52,33560331"
Voetbal,Blauw-Wit Beursbengels,www.fcblauwwitamsterdam.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,40531955,ja,"4,80649086","52,33961512"
Voetbal,DWS,www.dws.amsterdam,Sportpark Spieringhorn,Sportpark Spieringhorn 1,1043AA,Amsterdam,Nieuw-West,,40531185,ja,"4,82203466","52,38651666"
Voetbal,Footy,www.footy.eu,Sportpark Spieringhorn,Sportpark Spieringhorn 10,1043AA,Amsterdam,Nieuw-West,,62063928,,"4,82924112","52,38610434"
Voetbal,SDW,www.ascsdw.nl,Sportpark Spieringhorn,Sportpark Spieringhorn 11,1043AA,Amsterdam,Nieuw-West,,40532972,ja,"4,82979275","52,38633773"
Voetbal,Nautilus,www.afcnautilus.nl,Sportpark Sportlaan,Sportlaan 11,1185TB,Amstelveen,Buiten Amsterdam,,40531995,,"4,847218","52,29159597"
Voetbal,NFC,www.nfc.nl,Sportpark Sportlaan,Sportlaan 23,1185TB,Amstelveen,Buiten Amsterdam,,,,"4,8493892","52,29014612"
Voetbal,Amstelveen/Heemraad,www.amstelveenheemraad.nl,Sportpark Sportlaan-Oost,Sportlaan 33,1185TB,Amstelveen,Buiten Amsterdam,,,,"4,85803334","52,28967829"
Voetbal,Amsterdam FC,www.fc-amsterdam.nl,Sportpark Strandvliet,De passage 5,1114BH,Amsterdam-Duivendrecht,Buiten Amsterdam,,40531876,,"4,93695556","52,31684888"
Voetbal,SDZ,www.avv-sdz.nl,Sportpark Transformatorweg,Transformatorweg 10,1014AK,Amsterdam,West,,40531311,ja,"4,86027412","52,3936135"
Voetbal,De Meteoor,www.svdemeteoor.nl,Sportpark Tuindorp-Oostzaan,Kometensingel 3,1033BA,Amsterdam,Noord,,40531352,ja,"4,89374857","52,41273961"
Voetbal,Rood-Wit Zaanstad,www.roodwitzaanstad.nl,Sportpark Vijfhoek,Poelenburg 464,1504NW,Zaandam,Buiten Amsterdam,,,,"4,8545657","52,42974533"
Voetbal,GeuzenMiddenmeer,www.geumid.nl,Sportpark Voorland,Voorlandpad 15,1098TZ,Amsterdam,Oost,,40539567,ja,"4,95408487","52,34784196"
Voetbal,V.V.G.A.,www.vvga.nl,Sportpark Voorland,Wembleylaan 5,1098WG,Amsterdam,Oost,,40532889,,"4,9485104","52,3446218"
Voetbal,HBOK,www.hbok.nl,Sportpark Zunderdorp,Termietergouw 8,1027AD,Amsterdam,Noord,,40531752,,"4,95986649","52,41041709"
Voetbal,Zwanenburg,www.vvzwanenburg.nl,Sportpark Zwanenburg,Populierenlaan 44,1161SP,Zwanenburg,Buiten Amsterdam,,,,"4,75249757","52,37308715"
Voetbal,Voetjebal,www.amsterdam.panasj.nl,Sportzaal Eva Besnyöstraat 491,Eva Besnyöstraat 491,1087LG,Amsterdam,West,,60501057,ja,"5,00795858","52,35008822"
Voetbal,Voetjebal,www.amsterdam.panasj.nl,Sportzaal J.F. van Hengelstraat,J.F. van Hengelstraat 100,1019DC,Amsterdam,Oost,,60501057,ja,"4,9457341","52,37440571"
Voetbal,SPC Sport,www.developmentperformancecenter.nl,Sportzaal Klateringpad 1-3,Klateringpad 1-3,1104KW,Amsterdam,Zuidoost,,68422105,ja,"4,97310349","52,31497894"
Voetbal,Volendam FC,www.fcvolendam.nl,Stadion Volendam,Sportlaan 10,1131BK,Volendam,Buiten Amsterdam,,41234129,,"5,06687081","52,49423034"
Voetbal,Voetjebal,www.amsterdam.panasj.nl,Vinse School,Haarlemmerstraat 132-136,1013EX,Amsterdam,West,,60501057,ja,"4,89038566","52,38110209"
Volleybal,US Jeugd Volleybal,www.usvolleybal.nl,Amstelcampus sporthal,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,40531993,,"4,91002045","52,35863353"
Volleybal,US Volleybal,www.usvolleybal.nl,Amstelcampus sporthal,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,40531993,,"4,91002045","52,35863353"
Volleybal,Agoeti,www.agoeti.nl,Gymzaal Scholengemeenschap Ir. Lely Lyceum (Reigersbos),Ravenswaaipad 3,1106AW,Amsterdam,Zuidoost,,40539634,,"4,97800459","52,29714626"
Volleybal,S.V. Grasrijk,www.svgrasrijk.nl,Gymzalen Willem Witsenstraat 6-8,Willem Witsenstraat 6-8,1077AZ,Amsterdam,Zuid,,40535658,,"4,87034696","52,35123583"
Volleybal,De Spuyt,www.despuyt.nl/volleybal,Het Marnix,Marnixplein 1,1015ZN,Amsterdam,Centrum,,40536195,,"4,87847974","52,3779916"
Volleybal,V.C.Waterland,www.vcwaterland.nl,I.C. Landsmeer,Zuideinde 6,1121CL,Landsmeer,Buiten Amsterdam,,40530257,,"4,91320538","52,42895563"
Volleybal,SV Abcoude,svabcoudevolleybal.nl,Kees Bon zaal,Holendrecht 55,1391VT,Abcoude,Buiten Amsterdam,,,,"4,97184786","52,27208384"
Volleybal,sv West!,www.svwest.nl,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,40532344,ja,"4,80713356","52,35443917"
Volleybal,Armixtos,www.armixtos.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,40534918,,"4,89371511","52,34975372"
Volleybal,K.V.A.,www.kvavolleybal.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,40531797,,"4,89371511","52,34975372"
Volleybal,Xenon,www.vvxenon.nl,Sportcentrum Hogendorp,Van Hogendorpstraat 921,1051CE,Amsterdam,West,,40530454,,"4,86758379","52,38164722"
Volleybal,S.V.U.,www.svuvolleybal.nl,Sportcentrum V.U.,Uilenstede 100,1183AM,Amstelveen,Buiten Amsterdam,,,,"4,87171296","52,3204219"
Volleybal,Volleybalvereniging Amsterdam,www.vvamsterdam.nl,Sporthal Blauw Wit,Joos Banckersweg 18 A,1056EP,Amsterdam,West,,40536650,ja,"4,85669711","52,3757839"
Volleybal,Vono,www.vono.nl,Sporthal De Weeren,Beemsterstraat 1,1023TH,Amsterdam,Noord,,40532232,ja,"4,94582561","52,39029624"
Volleybal,Smashing '72,www.smashing72.nl,Sporthal Diemen,Prins Bernhardlaan 2,1111ET,Diemen,Buiten Amsterdam,,,,"4,96858557","52,3384643"
Volleybal,VV Arena,www.volleybalverenigingarena.nl,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,,40537837,,"4,97825726","52,29676965"
Volleybal,Albatros,www.albatros-amsterdam.nl,Sporthal Wethouder Verheij,Polderweg 300,1093KP,Amsterdam,Oost,,40532984,ja,"4,93135106","52,35788575"
Volleybal,Netzo,www.netzo-amsterdam.nl,Sporthal Zeeburg,Insulindeweg 1001,1095DH,Amsterdam,Oost,,40536242,,"4,95130945","52,36594199"
Volleybal,Volleybal Amsterdam Oost (Volamos),www.volamos.amsterdam,Sporthal Zeeburgereiland,Foekje Dillemastraat 118,1095MK,Amsterdam,Oost,,67216765,,"4,96866457","52,37236218"
Volleybal,C.T.O.'70,www.svcto70.nl,Sportpark De Hoop,Biesbosch 39,1115HE,Duivendrecht,Buiten Amsterdam,,66369517,ja,"4,94160143","52,32713972"
Volleybal,UvO Amsterdam,www.uvo-amsterdam.nl,USC Universum,Science Park 306,1098XH,Amsterdam,Oost,,33299215,,"4,95629984","52,35564969"
Wandelsport,Pontania,www.pontania.nl,Gebouw Pontania,Roomtuintjes 233,1093TD,Amsterdam,Oost,,,,"4,92911542","52,36541781"
Wandelsport,Ons Genoegen,www.asv-onsgenoegen.com,Verenigingsgebouw,Elandsstraat 101,1016RX,Amsterdam,Centrum,,,,"4,88082514","52,37045087"
Wandelsport,Sportwandelschool,www.sportwandelschool.nl,Vondelpark,Oranje Nassaulaan t/o 84,1075AS,Amsterdam,Zuid,,36053796,,"4,85725495","52,35464277"
Waterpolo,Abcouder Zwem- en Polovereniging de Meerkoeten,www.demeerkoeten.nl,Bijlmer Sportcentrum,Anton de Komplein 157,1102DR,Amsterdam,Zuidoost,,40477294,,"4,95762875","52,31527429"
Waterpolo,Abcouder Zwem- en Polovereniging de Meerkoeten,www.demeerkoeten.nl,De Mirandabad,De Mirandalaan 9,1079PA,Amsterdam,Zuid,,40477294,,"4,90227468","52,33873416"
Waterpolo,Het Y,www.het-y.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam,Noord,,40531843,ja,"4,91872836","52,39826964"
Waterpolo,De Dolfijn ,www.dedolfijn.com,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam,Nieuw-West,,40532114,ja,"4,81712029","52,37001857"
Waterpolo,JAWS Amsterdam,www.jawswaterpolo.nl,Sportfondsenbad Amsterdam-Oost,Land van Cocagneplein 44,1093NB,Amsterdam,Oost,,55520987,,"4,92848672","52,35664337"
Waterpolo,Het Y,www.het-y.nl,Sportfondsenbad Oost,Land van Cocagneplein 44,1093NB,Amsterdam,Oost,,40531843,ja,"4,92848672","52,35664337"
Waterpolo,De Waterwolf,www.zvdewaterwolf.nl,Sportplaza De Sporthoeve,Snelliuslaan 1,1171CZ,Badhoevedorp,Buiten Amsterdam,,,,"4,7747698","52,34306669"
Wielrennen,Amsterdamse Fietsgroepen,www.fietsgroepen.nl,naast Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,,,"4,89371511","52,34975372"
Wielrennen,WTC de Amstel,wtcdeamstel.net,Peter Postbaan,Startbaan 3,1185XP,Amstelveen,Buiten Amsterdam,,,,"4,85464877","52,28736891"
Wielrennen,Skits,www.skits.nl,Sportcentrum V.U.,Uilenstede 100,1183AM,Amstelveen,Buiten Amsterdam,,,,"4,87171296","52,3204219"
Wielrennen,ARC Ulysses,www.arc-ulysses.nl,Sportpark De Weeren,Beemsterstraat 654,1027ED,Amsterdam,Noord,,40532046,ja,"4,96021921","52,40104468"
Wielrennen,RTC Express,www.facebook.com/M.AHeilbron,Sportpark De Weeren,Volendammerweg 310,1027EA,Amsterdam,Noord,,40539378,,"4,96525339","52,39415982"
Wielrennen,Olympia ASC,www.ascolympia.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,40533011,ja,"4,80649086","52,33961512"
Wielrennen,Rijwiel Toer Club Olympia,www.olympiaamsterdam.punt.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,,,"4,80649086","52,33961512"
Wielrennen,Amsterdam Roller Derby,www.amsterdamrollerderby.nl,Velodrome,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,51861909,,"4,80649086","52,33961512"
Wielrennen,Halfwegse Sportclub De Bataaf,www.bataaf.com,wielercircuit,Kinheim 7,1161AN,Zwanenburg,Buiten Amsterdam,,,,"4,73477967","52,38184973"
Yoga,Bikram Yoga,www.bikramyoga.nl,Bikram Yoga Ceintuurbaan,Ceintuurbaan 426,1074EB,Amsterdam,Zuid,,,,"4,90240508","52,35501151"
Yoga,Bikram Yoga,www.bikramyoga.nl,Bikram Yoga Korte Prinsengracht,Korte Prinsengracht 91,1013GR,Amsterdam,Centrum,,,,"4,88918286","52,38088619"
Yoga,City Yoga,www.cityyoga.nl,City Yoga Amsterdam,Johannes Verhulststraat 18,1071ND,Amsterdam,Zuid,,34350801,,"4,87656208","52,35576568"
Yoga,Yoga Lounge,www.yogameditationlounge.nl,Dansstudio Solebay,Livornostraat 22,1055ZZ,Amsterdam,West,,,,"4,8536433","52,38426357"
Yoga,Kinderyogatuin,www.dekinderyogatuin.nl,De Roos,Pieter Cornelisz Hooftstraat 183,1071BW,Amsterdam,Zuid,,55794750,,"4,87554393","52,35877217"
Yoga,Hindu Swayamse vac Sangh,www.hssnl.org,Holendrechtschool,Holendrechtplein 39-40,1106LP,Amsterdam,Zuidoost,,,,"4,96505921","52,29880845"
Yoga,Critical Alignment Yoga ,www.huisvandewijkrivierenbuurt.nl,Huis van de Wijk Rivierenbuurt,Pres. Kennedylaan 142,1079NK,Amsterdam,Zuid,,,,"4,90692998","52,34068604"
Yoga,Spark United,www.sparkunited.nl/gebruikers/spark-united-buurtsportvereniging,Sportpark De Eendracht,Bok de Korverweg 20,1067HR,Amsterdam,Nieuw-West,,55541542,,"4,78522141","52,37924265"
Yoga,Yoga Lite,www.yogalite.nl,Yoga Lite,Peelstraat 71,1079RN,Amsterdam,Zuid,,34281978,,"4,90087872","52,33891718"
Yoga,Yoga Padma,www.yogapadma.nl,Yoga Padma,Bovenover 62,1025JW,Amsterdam,Noord,,36038644,,"4,93392077","52,39660554"
Yoga,Yoga-Yoga,www.yogayoga.nl,Yoga studio,Amaliastraat 5,1052GM,Amsterdam,West,,,,"4,87432243","52,37935777"
Yoga,Tula Yoga Studio,www.tula-amsterdam.nl,Yoga studio,Houtrijkstraat 38,1013VD,Amsterdam,West,,,,"4,87886671","52,38907509"
Zaalvoetbal,Stichting Cluppi,www.cluppi.nl ,Cluppi Indoor Soccer,Johan Huizingalaan 91,1065HW,Amstedam,West,,,,"4,827525564","52,36303477"
Zaalvoetbal,Movendi,www.movendi.nl,Cornelis Vrijschool,Van de Veldestraat 3,1071CW,Amsterdam,Zuid,,34184249,,"4,87980641","52,35959043"
Zaalvoetbal,Universitair Sportcentrum,www.usc.uva.nl,Sportcentrum Universum (USC),Science Park 306,1098XH,Amsterdam,Oost,,34239339,,"4,95629984","52,35564969"
Zaalvoetbal,sc Badhoevedorp,www.scbdorp.nl,Sportcomplex de Sporthoeve,Sportlaan 2,1171EH,Badhoevedorp,Buiten Amsterdam,,40594223,,"4,78419081","52,33321808"
Zaalvoetbal,Sportende Chinezen in Amsterdam,www.vsca.net,Sporthal Calvijn,Pieter Calandlaan 3,1065KH,Amsterdam,Zuidoost,,,,"4,83152234","52,35609532"
Zaalvoetbal,Vedette zvv / De Remise,www.facebook.com/vedette.remise,Sporthal Landsmeer,Marktplein 11,1121GL,Landsmeer,Buiten Amsterdam,,,,"4,91197127","52,42856997"
Zaalvoetbal,Comoro Stichting,www.comoro.nl,Sporthal Wethouder Verheij,Polderweg 300,1093KP,Amsterdam,Oost,,34222222,,"4,93135106","52,35788575"
Zaalvoetbal,Amstelglorie,www.amstelglorie.nl,Sporthallen Zuid,Burgerweeshuispad 54,1076EP,Amsterdam,Zuid,,,,"4,85410708","52,33997926"
Zaalvoetbal,ASV Lebo,www.aorc-lebovastgoed.nl,Sporthallen Zuid,Burgerweeshuispad 54,1076EP,Amsterdam,Zuid,,40530947,ja,"4,85410708","52,33997926"
Zaalvoetbal,D.E.S. Adamsnood,www.desadamsnood.nl,Sporthallen Zuid,Burgerweeshuispad 54,1076EP,Amsterdam,Zuid,,,,"4,85410708","52,33997926"
Zaalvoetbal,Golden Stars FC ,www.fcgoldenstars.nl,Sporthallen Zuid,Burgerweeshuispad 54,1076EP,Amsterdam,Zuid,,34248002,,"4,85410708","52,33997926"
Zaalvoetbal,Plein '83,www.plein83.nl,Sporthallen Zuid,Burgerweeshuispad 54,1076EP,Amsterdam,Zuid,,,,"4,85410708","52,33997926"
Zaalvoetbal,Zaalvoetbalclub ABN-Amro,www.pvabnamro.nl/zaalvoetbalclub,Sporthallen Zuid,Burgerweeshuispad 54,1076EP,Amsterdam,Zuid,,,,"4,85410708","52,33997926"
Zaalvoetbal,Os Lusitanos,www.oslusitanos-zaalvoetbal.nl,Sportpark De Eendracht,Tom Schreursweg 10,1067MC,Amsterdam,Nieuw-West,,,,"4,78435888","52,38206168"
Zaalvoetbal,RKSV T.O.B.,www.rksv-tob.nl / www.tobvoetbal.nl / www.tobtennis.nl,Sportpark Oostzanerwerf,Sportpark Oostzanerwerf 2,1035EW,Amsterdam,Noord,,40530737,,"4,87936273","52,42143278"
Zaalvoetbal,vv de Beursbengels,www.beursbengels.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,40531955,,"4,80649086","52,33961512"
Zaalvoetbal,A.Z.V.,www.zv-azv.nl,Theo Thijssenschool,Palmstraat 13,1015HP,Amsterdam,Centrum,,,,"4,88432725","52,38166558"
Zeilen,WV Amsterdam,www.wvamsterdam.com,Amsterdamse watersportvereniging,Punterspad 15,1081KB,Amsterdam,Zuid,,40532898,,"4,84819981","52,33664874"
Zeilen,Gaasperplas,www.zeilvereniging-gaasperplas.nl,Clubhuis,Langbroekpad 2,1108EA,Amsterdam,Zuidoost,,40533116,,"4,97986793","52,30497207"
Zeilen,Z.V. Het Y,www.zvhety.nl,Clubschip en haven,Durgerdammerdijk 116B,1026CG,Amsterdam,Noord,,40532170,,"4,99224363","52,3777496"
Zeilen,WSV De Doordrijvers,www.doordrijvers.nl,De Doordrijvers,Uitdammerdijk 14,1026CP,Amsterdam,Noord,,40532068,,"5,01782904","52,38595898"
Zeilen,Z.V. de Roerkoning,www.roerkoning.nl,De Roerkoning,Kalkovens 10,1398EK,Muiden,Buiten Amsterdam,,,,"5,07094773","52,32794569"
Zeilen,Watersportcentrum Sloterplas,www.watersportcentrumsloterplas.nl,Jachthaven/clubhuis,Christoffel Plantijngracht 4,1065DA,Amsterdam,Nieuw-West,,34366966,,"4,81589472","52,36028789"
Zeilen,W.V. De Koenen,www.wvdekoenen.nl,Jachthaven/clubhuis W.V. De Koenen,Jollenpad 13,1081KC,Amsterdam,Zuid,,40531960,,"4,85102501","52,33476515"
Zeilen,Sportmomentje,www.sportmomentje.nl,Jeugdland Amsterdam,Valentijnkade 131,1095KH,Amsterdam,Oost,,63649055,,"4,95573736","52,35901971"
Zeilen,Zeilschool Nautiek,www.nautiek.com,Nautiek,Veemkade 267,1019CZ,Amsterdam,Centrum,,53280539,,"4,93897434","52,37427222"
Zeilen,Scouting Nederland,www.scouting.nl,Nieuwe Meer,Jollenpad 15-18,1081KC,Amsterdam,Zuid,,,,"4,85048566","52,33447509"
Zeilen,A.S.Z.V. Orionis ,www.orionis.nl,Orionis,Nieuwe Achtergracht 170,1018WV,Amsterdam,Centrum,,40534929,,"4,91285562","52,36328557"
Zeilen,Scouting Nederland,www.scouting.nl,Schellingwoude,Schellingwouderdijk t/o 83,1023NA,Amsterdam,Noord,,,,"4,95467958","52,38637062"
Zeilen,Scouting Nederland,www.scouting.nl,Sloterplas,Christoffel Plantijngracht 6,1065DA,Amsterdam,Nieuw-West,,,,"4,81656974","52,36030912"
Zeilen,Durgerdam,www.wsvdurgerdam.nl,Watersport Durgerdam,Durgerdammerdijk 122,1026CG,Amsterdam,Noord,,,,"4,99241121","52,37841724"
Zeilen,Watersportvereniging IJburg,www.wvijburg.nl,Watersportvereniging IJburg,IJburglaan 664,1087CE,Amsterdam,Oost,,34217471,,"4,99132469","52,35699601"
Zeilen,Watersportvereniging De Schinkel,www.wvdeschinkel.nl,WV de Schinkel,Jachthavenweg 140,1081KJ,Amsterdam,Zuid,,40532750,,"4,85438707","52,33336026"
Zeilen,De Duikelaar,www.deduikelaar.nl,Zeilschool,Noordzijde 41,1064GV,Amsterdam,Nieuw-West,,33146100,,"4,82225796","52,37272548"
Zeilen,Zeilschool IJburg,www.zeilschoolijburg.nl,Zeilschool IJburg,Krijn Taconiskade 1,1087HW,Amsterdam,Oost,,65580923,,"5,00325925","52,35309238"
Zwemmen,D.J.K./ZAR,www.djk-zar.nl,Bijlmer Sportcentrum,Anton de Komplein 157,1102DR,Amsterdam,Zuidoost,,40534703,,"4,95762875","52,31527429"
